citycode:0512|poiid:B020019KNF|name:好食膳(狮山路店)|address:狮山路58号|location:120.566988,31.294296|tel:0512-68078107|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019MZH|name:金三峡火锅(玉山路店)|address:高新区玉山路80号(近淮海街)|location:120.56323,31.28853|tel:0512-68077777;0512-68761117|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B020017TW8|name:韩味馆|address:高新区淮海街9号|location:120.56237,31.288861|tel:0512-68322230|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02001FSPC|name:稻香谷|address:淮海街10号旁|location:120.562071,31.28899|tel:|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02001FU6V|name:老宅私房菜馆(新区店)|address:运河路狮山永利广场附近|location:120.573779,31.290846|tel:0512-68711815;13914000435|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001ITF9|name:炎炎烧肉|address:苏州高新区淮海街12号(近玉山路)|location:120.562367,31.288762|tel:0512-68784820|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A15S|name:陆振典面馆|address:淮海街|location:120.562361,31.28872|tel:0512-68077117|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001AZX1|name:雾岛日本料理|address:高新区淮海街9-10号|location:120.561914,31.288942|tel:0512-68781197|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B02000IVQ5|name:香宫|address:塔园路168号苏州香格里拉大酒店2层|location:120.558778,31.292564|tel:0512-68080168|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000IUPQ|name:灿鸟日本料理|address:苏州新区塔园路168号苏州香格里拉大酒店|location:120.558813,31.292427|tel:0512-68080168|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B020005HZS|name:百味饺子酒|address:邓蔚路何山花园27幢|location:120.561574,31.300563|tel:0512-68088011|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B020006JMH|name:豚骨|address:淮海街|location:120.561939,31.288879|tel:|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B0FFF2XUOB|name:陆振兴(淮海路店)|address:淮海路(玉山路口)|location:120.562404,31.288609|tel:0512-68077117|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020018125|name:品王府|address:玉山路1号|location:120.57382,31.290633|tel:0512-68781177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001K33F|name:御膳屋|address:高新区淮海街9-96|location:120.562,31.2888|tel:13914931419|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B020019NJK|name:寸胴屋日式拉面店|address:淮海街9-8号|location:120.56204,31.28871|tel:0512-68417553|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B020017JKT|name:杨驼子龙虾(淮海街店)|address:淮海街12号|location:120.562398,31.288499|tel:|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B020007EJP|name:天利思酒家(邓尉店)|address:高新区邓尉路滨河花苑11幢111室|location:120.560756,31.300116|tel:0512-68259286|type:餐饮服务;中餐厅;湖北菜(鄂菜)
citycode:0512|poiid:B02001A17E|name:观振兴面馆邓蔚路店|address:邓尉路69附近|location:120.5607,31.300105|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000J6IZ|name:柳川日本料理店|address:淮海路12号|location:120.561526,31.288965|tel:0512-68098386|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B0200163A3|name:永和豆浆(邓尉路)|address:邓尉路滨河花苑附近|location:120.560654,31.300078|tel:0512-68077344;0512-68319577|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020017JPG|name:寸眮屋|address:淮海街9-8(新区商业街近玉山路)|location:120.561883,31.288705|tel:|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B02001CXMV|name:东北情菜馆|address:淮海街9-1号|location:120.561929,31.288592|tel:15262588996|type:餐饮服务;中餐厅;东北菜
citycode:0512|poiid:B020007ACU|name:三江源牛肉拉面(邓尉路)|address:邓尉路附近|location:120.560434,31.300041|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B020006G5N|name:张兰拉面|address:邓蔚路38号|location:120.560962,31.300496|tel:0512-68082925|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200178U6|name:周粥记|address:高新区运河路28号永利广场B1层D-8号(玉山路口)|location:120.574388,31.290804|tel:0512-68710871|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020006PGC|name:长兴盛饭店|address:滨河花苑斜对面|location:120.560724,31.300472|tel:0512-68094589|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020007EJN|name:天利思酒家(金山店)|address:金山路狮山新苑25幢|location:120.558028,31.296544|tel:0512-68254322|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200076XR|name:绿杨馄饨店(邓尉路)|address:邓蔚路何山花园28栋|location:120.560609,31.30044|tel:0512-68095615|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001IGAI|name:雅仕餐厅|address:塔园路168号阳光百货|location:120.55825,31.29231|tel:|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0512|poiid:B020019LZS|name:N多寿司苏州邓尉路店|address:高新区邓尉路滨河花园15幢108室(苏州科技学院南门)|location:120.560043,31.300032|tel:13771862902|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B020017JPT|name:巴蜀诱惑|address:高新区运河路28号永利广场C区17号(玉山路口)|location:120.574573,31.29074|tel:0512-68200999|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000J6NU|name:超级牛扒|address:高新区运河路28号永利广场内|location:120.574576,31.290744|tel:0512-68718777;0512-68718999;0512-67898388|type:餐饮服务;外国餐厅;牛扒店(扒房)
citycode:0512|poiid:B020017JO7|name:莲堤炭烤|address:高新区运河路28号永利广场D9号(玉山路口)|location:120.574575,31.290741|tel:0512-68718019|type:餐饮服务;外国餐厅;外国餐厅
citycode:0512|poiid:B02001G5L0|name:川西部落·鲜派火锅|address:高新区新区运河路28号狮山永利广场(近歌皇KTV)|location:120.5746,31.290764|tel:0512-66320078;0512-66321887|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B020017XQH|name:大渔铁板烧(永利广场店)|address:苏州高新区运河路28号永利广场(玉山路口)|location:120.5746,31.290764|tel:0512-68718962|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B020019MV5|name:南北和酒家|address:金山路(塔园路口)|location:120.55804,31.296928|tel:15298882906;0512-66131366;0512-68760162;18962173183|type:餐饮服务;中餐厅;东北菜
citycode:0512|poiid:B02001CZZY|name:沙县小吃|address:奥林花园旁|location:120.56001,31.300077|tel:18662212987|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019BS1|name:水之都|address:玉山路60号苏州书香世家会所酒店6层|location:120.561495,31.288474|tel:0512-87655777|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B02001D0Z4|name:湘江阁|address:运河路28号|location:120.574586,31.290629|tel:0512-65685777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019NNT|name:朗庭别苑(新区店)|address:运河路28号永利广场B3幢1层(玉山路口)|location:120.574576,31.290603|tel:0512-68718002;0512-68718001|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D827|name:谢记包子|address:滨河路1573号|location:120.565384,31.302633|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000IZJS|name:北疆饭店(塔园路)|address:高新区塔园路160号(近巴蜀传香)|location:120.557628,31.295928|tel:0512-68059193;0512-68078333;0512-68059093|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A1LI|name:杜三珍(邓蔚路店)|address:邓尉路|location:120.559786,31.300119|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02000IZSP|name:川中川|address:苏州高新区玉山路1号(运河路口)|location:120.57434,31.290035|tel:0512-68321811|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B0200174AI|name:巴蜀传香(塔园店)|address:塔园路162号|location:120.557552,31.296399|tel:0512-68240318;0512-68249987|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019NHL|name:炭之鸟|address:狮山路217号吴宫丽都门面房16号101室|location:120.557742,31.292396|tel:0512-66320178|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B020019NUD|name:洪记牛肉粉|address:邓尉路滨河花园18-103号(近苏州科技学院)|location:120.559469,31.300028|tel:0512-68183897|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019BJN|name:聚德草堂中餐厅|address:苏州高新区运河路28号永利广场(玉山路口)|location:120.57484,31.29035|tel:0512-68755555|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001IFT0|name:浩龙大酒店|address:苏州高新区运河路28号(狮山永利广场)|location:120.57499,31.29041|tel:0512-68789773|type:餐饮服务;中餐厅;浙江菜
citycode:0512|poiid:B02001EWPS|name:屋里香绝味餐厅|address:塔园路193|location:120.557458,31.296874|tel:0512-68781777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020016H9G|name:一闻香(塔园路店)|address:塔园路新区地税局对面|location:120.557453,31.297185|tel:0512-68050888;0512-68053888|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B020019N00|name:薰衣草|address:狮山路215号203室(近香格里拉大酒店)|location:120.5573,31.293009|tel:0512-66329287|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:0512|poiid:B02001A06L|name:品粥坊烤海鲜|address:塔园路|location:120.55725,31.296576|tel:18706132123|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B01FE17KV7|name:波普披萨(狮山路店)|address:狮山路215号吴宫丽都商铺内庭16幢(香格里拉酒店西)|location:120.557365,31.292389|tel:0512-68789092|type:餐饮服务;外国餐厅;意式菜品餐厅
citycode:0512|poiid:B020019OBZ|name:台湾手抓饼|address:邓尉路|location:120.559378,31.300413|tel:0512-68086747|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019ZDR|name:陆记正宗重庆麻辣烫|address:苏州高新区邓尉路|location:120.55932,31.300389|tel:15950071910|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001793W|name:逸香苑食府|address:塔园路商业用房F座|location:120.557377,31.297448|tel:0512-68079916|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B020019L0S|name:老山界|address:塔园路与金山路交叉口|location:120.557379,31.297562|tel:0512-68081177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019OMZ|name:尚艺餐厅|address:塔园路(近金山路)|location:120.557388,31.297608|tel:8001546867;0512-68096560|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001IK87|name:品粥坊|address:狮山新苑塔园路商用房C座|location:120.557329,31.297466|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019B84|name:吉运楼饭店|address:运河路28号狮山永利广场1层(近新城花园酒店)|location:120.575563,31.290429|tel:0512-68718058;0512-68718028|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02001A1PT|name:百品坊|address:石路南浩街葫芦弄内|location:120.568766,31.30342|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017EDM|name:京鸭酒楼|address:运河路28号|location:120.575292,31.289898|tel:0512-68718100|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B0200163RB|name:多多旺港式茶餐厅(新区店)|address:狮山路215号|location:120.556834,31.292907|tel:0512-68788933|type:餐饮服务;快餐厅;茶餐厅
citycode:0512|poiid:B020017JOP|name:百岁鱼(塔园路店)|address:塔园路税务局对面|location:120.557356,31.298304|tel:0512-68081177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019KZZ|name:金三峡|address:高新区滨河路1619号(何山花园)|location:120.564934,31.303503|tel:0512-68077777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000J1TJ|name:玬桂轩|address:高新区运河路28号永利广场B3铺(玉山路口)|location:120.575306,31.289724|tel:0512-68718001|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0512|poiid:B02000J6NT|name:天蜀缘|address:高新区运河路28号永利广场C15号铺(玉山路口)|location:120.57531,31.289716|tel:0512-68718058;0512-68718028|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001BDOS|name:嘉兴粽子新区店|address:邓蔚路56号|location:120.558375,31.300266|tel:0512-68261215|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001JVXS|name:蒸膳堂苏新店|address:邓尉路滨河花苑3期|location:120.55822,31.300161|tel:13661804616|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001E9YT|name:燕锦阁|address:运河路28号永利广场B区1号(近新区人才市场)|location:120.575493,31.289581|tel:0512-68718100|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001BHVL|name:壮丁川菜馆|address:狮山路237号(近百合花公寓)|location:120.556526,31.292554|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B0200163OY|name:东吴面馆(玉山路)|address:玉山路99号乐购超市|location:120.559796,31.288008|tel:0512-68180590|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020001S9Q|name:江枫园酒楼|address:滨河路|location:120.56495,31.303852|tel:0512-68258804|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020017FSO|name:鑫花溪|address:玉山路99号乐购广场A-3号|location:120.559692,31.288012|tel:0512-68181889|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019MB6|name:火地铁板烧|address:玉山路99号乐购超市内(近狮山路)|location:120.559759,31.287949|tel:0512-68327517|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:0512|poiid:B020005FAV|name:天府之乐(新区店)|address:新区狮山路237号|location:120.556348,31.292841|tel:0512-68087775|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JPUM|name:棒约翰(玉山店)|address:玉山路99号乐购超市1层A-1商铺|location:120.559578,31.287995|tel:0512-68319972;4008887272;0512-68319772|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001ICH3|name:丸来玩趣|address:玉山路99号乐购超市内|location:120.5605,31.28734|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0FFF3EKIS|name:鑫粤湾潮汕海鲜砂锅粥|address:高新区狮山街道塔园路119号东|location:120.55973,31.28765|tel:0512-68323555|type:餐饮服务;中餐厅;潮州菜
citycode:0512|poiid:B02001D6OD|name:碗留香|address:苏州高新区玉山路99号乐购超市1楼西北门|location:120.55971,31.287617|tel:0512-68078643|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000JDCJ|name:鼎膳养生中餐厅|address:运河路28号狮山永利广场C1-2号|location:120.575984,31.289497|tel:0512-68718017|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D72C|name:麻辣香锅(塔园路店)|address:玉山路99号乐购超市1楼东侧|location:120.55887,31.2881|tel:15312189437;0512-68098477|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JCSY|name:顺风港(新区永利广场店)|address:运河路28号狮山永利广场|location:120.576052,31.289289|tel:0512-68718771;0512-68718775|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001G608|name:欧味多|address:苏州高新区玉山路99号乐购塔园店(近上海大众)|location:120.55918,31.28772|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001CYNA|name:小湘汇湘菜馆|address:滨河路695号|location:120.571062,31.285781|tel:|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B02000K2WQ|name:松鹤楼菜馆(新区店)|address:运河路28号永利广场|location:120.576115,31.289079|tel:0512-68718799;0512-68718988|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020019AKR|name:陆振兴(滨河路店)|address:滨河路683新创8号工业大厦|location:120.571191,31.285694|tel:0512-68315777|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000K3BE|name:海港大酒楼(永利广场)|address:运河路28号|location:120.576174,31.288941|tel:0512-68718777;0512-56780909|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020017Z4Z|name:永利人家|address:运河路28号D区7号|location:120.576094,31.288728|tel:0512-69377577;0512-68094690|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B0200176FX|name:味千拉面(乐购超市店)|address:玉山路99号|location:120.559285,31.287194|tel:0512-68180346|type:餐饮服务;快餐厅;快餐厅
