citycode:0591|poiid:B024F0VANL|name:家家香|address:八一七北路187安泰中心145号(近织锦巷)|location:119.30044,26.08242|tel:|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0U0SH|name:蓝姜花亚洲厨坊|address:营房里24|location:119.296063,26.079105|tel:0591-88535999;0591-88539999|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VOYC|name:依五扁肉店|address:东泰路(近织缎巷)|location:119.3028,26.085222|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04Y30|name:尚干人家拌面扁肉|address:道山路117-1|location:119.298311,26.078056|tel:0591-87607109|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04W16|name:德克士(东街口店)|address:八一七北路70号盛裕大厦2层|location:119.298806,26.08659|tel:0591-87524684|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F055G6|name:仙踪林(盛裕大厦店)|address:长寿路700号古井假日酒店2层|location:119.298653,26.086575|tel:0591-87556882|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XXV6|name:四道菜(东街店)|address:东街14号(聚春园旁)|location:119.30071,26.086428|tel:0591-83215112;0591-87555051|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VHFD|name:咔噜咔(东街店)|address:八一七北路70号盛裕大厦3层|location:119.298821,26.086606|tel:0591-87567088|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:0591|poiid:B024F0VOXP|name:味之都(东泰路店)|address:东泰路竹林境新村29座旁|location:119.302779,26.085314|tel:18960972302|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XZP3|name:四和院(喜福荟店)|address:鼓楼区三坊七巷营房里20-28号|location:119.29662,26.07862|tel:0591-88539999|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B0FFF06MM8|name:大粤记港式餐厅冠亚店|address:八一七北路268号冠亚美食街2-12|location:119.300151,26.077971|tel:0591-63101957|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F04W0Y|name:肯德基(聚春园店)|address:东街2号聚春园大酒店2层|location:119.29984,26.086644|tel:0591-87502334;0591-87560874|type:餐饮服务;快餐厅;肯德基
citycode:0591|poiid:B024F0ZRIG|name:德克士东街口餐厅|address:八一七北路70号盛裕大厦2楼|location:119.298924,26.086667|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B0FFF0F1S3|name:粥品小厨|address:粥点小厨 鼓楼区八一七路冠亚广场3号楼01店面(美食街入口)|location:119.300508,26.077989|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0U2L0|name:石山水美式餐厅(东街店)|address:东街14号福建闽辉大厦1层|location:119.300531,26.086575|tel:0591-83332298;0591-83332846;0591-87550668|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:0591|poiid:B024F0VGYB|name:杨济福蹄膀|address:八一七北路268号冠亚广场美食街(近乌山路)|location:119.300153,26.077909|tel:13950257813|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U1JA|name:盛世经典牛排(杨桥东路)|address:杨桥路5号宏建大厦(东方百货对面)|location:119.296479,26.085952|tel:0591-87533710|type:餐饮服务;外国餐厅;牛扒店(扒房)
citycode:0591|poiid:B024F0U050|name:伊记过年饺子馆(福州冠亚店)|address:八一七北路268号冠亚美食街2号楼14-15号店面(近乌山路)|location:119.299994,26.07787|tel:0591-87608561|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0V4J7|name:重庆鸡公煲(冠亚广场店)|address:八一七北路268号冠亚美食街2号(近乌山路)|location:119.29999,26.077864|tel:13960772293;13489946865;0591-83326820|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0YUG0|name:蜀乡渔村|address:八一七北路268号|location:119.300352,26.077909|tel:0591-88591812|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0YUH6|name:石元素|address:八一七北路268号冠亚广场美食街2号楼13#店面|location:119.300003,26.077828|tel:18759122171|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0VOPH|name:亮嫂(道山路店)|address:道山路101号思景大楼21号店面|location:119.29989,26.07781|tel:0591-63128843|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0U1H5|name:喜越汇越南风情餐厅|address:津泰路98-5号|location:119.304311,26.082009|tel:0591-88607777|type:餐饮服务;外国餐厅;泰国/越南菜品餐厅
citycode:0591|poiid:B0FFF2C9CI|name:金粉食家达明路店|address:杨桥东路111附近|location:119.29686,26.08625|tel:0591-87932335|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VFYX|name:玲珑小镇|address:八一七路268号冠亚广场美食街4号别墅1店面|location:119.30039,26.07786|tel:0591-83339177|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:0591|poiid:B024F05RXP|name:冠亚广场美食街|address:八一七北路268号冠亚广场|location:119.299928,26.077777|tel:0591-83372719|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U1GC|name:上野鱼庄|address:八一七北路268号冠亚广场美食街4-2号(近乌山路)|location:119.300308,26.077831|tel:0591-88591118|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F0YZJL|name:金汤渔私家厨坊|address:八一七北路268号冠亚广场美食街2座6号|location:119.301165,26.078058|tel:13960772293|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F05W7I|name:吉祥港式烧腊餐厅|address:杨桥东路26附近|location:119.296757,26.086239|tel:0591-87534565|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05G96|name:北岛日式快餐(冠亚广场店)|address:八一七北路268号冠亚广场美食街入口(近乌山路)|location:119.300868,26.077948|tel:0591-88081175|type:餐饮服务;外国餐厅;日本料理
citycode:0591|poiid:B0FFF2G9L0|name:台湾卤肉饭|address:八一七北路268号冠亚广场1号楼1-09|location:119.300891,26.077932|tel:0591-83320455|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VFZU|name:龙岩客家特色小吃(太阳巷)|address:贤南路36号贤南公寓1层|location:119.300938,26.086629|tel:0591-87539848|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF2WC2Z|name:阿米家|address:八一七北路268号冠亚广场1号楼11|location:119.29943,26.077664|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05EIJ|name:大渔铁板烧(福州店)|address:八一七北路268号冠亚广场4号06楼|location:119.299998,26.077668|tel:0591-83358539;0591-83370539|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0V6D9|name:茗轩砂锅粥|address:八一七北路268号冠亚美食街1号楼02店|location:119.299786,26.077638|tel:0591-83375529;13705988096|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U06V|name:旺家乐美食园|address:虎节路|location:119.296801,26.086384|tel:0591-87511535|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSKG|name:西九客栈|address:文儒坊50号|location:119.29416,26.08145|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VHP2|name:粥品堂(道山路分店)|address:道山路|location:119.297469,26.077886|tel:0591-88318051|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05UVJ|name:Enjoy|address:八一七北路268号冠亚广场美食街1号楼14-15号(近乌山路)|location:119.299325,26.077589|tel:15259128559;0591-83335755|type:餐饮服务;外国餐厅;韩国料理
citycode:0591|poiid:B024F0VGOM|name:红又红(达明店)|address:达明路5号|location:119.296341,26.086185|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U167|name:必胜客(省府餐厅)|address:八一七北路68号供销大厦|location:119.298758,26.086981|tel:0591-87571633|type:餐饮服务;快餐厅;必胜客
citycode:0591|poiid:B024F0VHV0|name:天丹韩式烧烤|address:八一七北路268号冠亚广场5号楼店面|location:119.29974,26.077546|tel:0591-88088817|type:餐饮服务;外国餐厅;韩国料理
citycode:0591|poiid:B024F0XS8R|name:粥王东街店|address:东街口贤南路贤南商厦11号|location:119.299236,26.087049|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0N2|name:罗马之恋|address:八一七北路268号|location:119.299666,26.077528|tel:0591-87988801;0591-85979059|type:餐饮服务;外国餐厅;意式菜品餐厅
citycode:0591|poiid:B024F05UVG|name:川香汇鱼庄|address:八一七北路268号冠亚广场美食街5号(近乌山路)|location:119.299806,26.077535|tel:0591-87663190|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0YUGB|name:躁动盒子|address:东街11号利达大厦B座7H(近新华都)|location:119.30033,26.086971|tel:|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:0591|poiid:B024F05UVF|name:古代饭堂(道山铺巷)|address:八一七北路268号冠亚广场|location:119.299547,26.077485|tel:0591-88592282|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VHTH|name:久号餐饮(贤南路店)|address:东街口贤南商厦|location:119.299578,26.087091|tel:0591-85300037|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05UVE|name:览月法国餐厅|address:八一七北路268号冠亚广场6号楼1号别墅|location:119.29944,26.077468|tel:0591-88898767|type:餐饮服务;外国餐厅;法式菜品餐厅
citycode:0591|poiid:B024F0VQWZ|name:阿啦上海福州东街店|address:贤南路(聚春园酒店后门对面)|location:119.29943,26.087108|tel:0591-87899322|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05KS8|name:澳门骨头煲|address:八一七北路89号贤南商厦1楼(近供销大厦)|location:119.2994,26.08711|tel:0591-87530199|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F05UVD|name:香草美匙|address:八一七北路268号冠亚广场美食街6号别墅|location:119.29931,26.077445|tel:0591-83302772|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF2MOQX|name:骨中鲜no.018|address:八一七北路89号贤南商厦1层|location:119.29948,26.087125|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B0FFF2F4PJ|name:燕城小档no.72|address:八一七北路89号贤南商厦1层|location:119.29953,26.087126|tel:13950323108|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0U0DU|name:翰林府|address:文儒坊52号旁|location:119.294008,26.081274|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U967|name:肯德基(省府餐厅)|address:八一七北路68-3号聚春园大酒店2楼(近东街口)|location:119.29871,26.087111|tel:0591-87570133|type:餐饮服务;快餐厅;肯德基
citycode:0591|poiid:B024F0U7QP|name:如意菜饭|address:八一七北路68号供销大厦2楼(近省工交大院)|location:119.29871,26.087111|tel:0591-87875017|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04JBP|name:秋记忠和小吃小炒(达明路店)|address:达明路2号(三坊七巷附近)|location:119.295922,26.086165|tel:0591-87563801|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F04ZD7|name:聚丰饭庄|address:贤南路3|location:119.300601,26.087071|tel:0591-87553681|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B0FFF3EK3O|name:枫亭居煲仔排骨饭|address:贤南路聚春园斜对面|location:119.30012,26.08716|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VC98|name:明星娱乐城|address:贤南路26号明星影城3楼|location:119.301315,26.08687|tel:0591-87557390|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:0591|poiid:B024F0VP0D|name:花式鲜瓜锅|address:八一七北路89号贤南商厦1楼5铺|location:119.299484,26.087217|tel:0591-87551237|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0XZMK|name:N多寿司|address:省府路83-85号(老福州旁)|location:119.29643,26.08651|tel:0591-87528110|type:餐饮服务;外国餐厅;日本料理
citycode:0591|poiid:B024F0XDDH|name:大阪寿司店|address:杨桥东路50号建兴广厦楼下6号店(三坊七巷冰心故居斜对面、原鹭香面包店)|location:119.295462,26.085839|tel:0591-87557892|type:餐饮服务;外国餐厅;日本料理
citycode:0591|poiid:B024F0395F|name:贤南川菜馆|address:太阳巷10号|location:119.300662,26.087075|tel:0591-87618372|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0VR00|name:老邻居|address:八一七北路68号供销大厦1楼(东方百货后面)东街口省府路山水酒店旁|location:119.30035,26.08714|tel:0591-87511535|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YZ4F|name:天天乐餐厅|address:东街口八一七北路贤南商厦(聚春园酒店后门)|location:119.3,26.087202|tel:15659112008;15880081281|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F0UKON|name:大厨小艺私房面|address:贤南路26号|location:119.300143,26.087209|tel:0591-87624530;18050418159|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VOQV|name:田原真味(东街口店)|address:贤南路26号聚春园影城一层(近聚春园后门)|location:119.300113,26.087217|tel:18650050707;0591-87525467;0591-88188065;0591-87511783|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0U2I4|name:上海游子老鸭粉丝馆(东街店)|address:东街口花巷|location:119.302345,26.086455|tel:0591-88875006;0591-22205622;0591-87117199|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0ZXDT|name:鼎鼎肉松|address:双抛桥一里4座(老福州对面)|location:119.295627,26.086049|tel:0591-87534671|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VBUX|name:乡间瓦罐店|address:东街口(近大洋百货)|location:119.30139,26.086923|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VQXH|name:天悦会(贤南路店)|address:贤南路26号明星影城2楼|location:119.300186,26.087229|tel:0591-87873000|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B0FFF2CR5Q|name:来来休闲餐厅|address:贤南路15|location:119.30073,26.087129|tel:0591-62035338|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05W7L|name:合佳乡村小镇|address:省府路23|location:119.297595,26.087062|tel:0591-87672642|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05EEP|name:长野拉面|address:八一七北路268号冠亚广场美食城(近乌山路)|location:119.301557,26.077698|tel:0591-88591500|type:餐饮服务;外国餐厅;日本料理
citycode:0591|poiid:B024F05KI8|name:黄记煌三汁焖锅(省府路)|address:省府路35号|location:119.297351,26.08699|tel:13338439885;0591-87660155|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0VBAG|name:老朱烧烤|address:达明路大中寺巷口(品鲜舫海鲜火锅斜对面)|location:119.2959,26.086287|tel:18150638836|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0VIIK|name:隆胜粉面(省府总店)|address:省府路37|location:119.297266,26.086976|tel:0591-87553031|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04JDJ|name:瑞英小吃店|address:省府路63|location:119.296811,26.086803|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0QQ|name:文儒九号会馆|address:文儒坊56|location:119.293802,26.08123|tel:0591-88567888|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04W13|name:老福州(省府店)|address:省府路83号|location:119.29623,26.086512|tel:0591-87625557;0591-87629577|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0VIII|name:水浒传功夫水饺馆(省府店)|address:省府路71|location:119.296772,26.086794|tel:0591-87887609|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0VGOI|name:一哥牛杂(省府店)|address:省府路73-1|location:119.296719,26.08678|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YUGE|name:悄悄美健胸SPA会所|address:省府路30号金皇公寓(榕城大剧院旁)1号楼104|location:119.29775,26.08715|tel:0591-87550067|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:0591|poiid:B024F0VI9B|name:潮粥城|address:八一七北路89号贤南商厦1楼5铺|location:119.299501,26.087349|tel:0591-87551237|type:餐饮服务;中餐厅;潮州菜
citycode:0591|poiid:B024F0VPCI|name:福田食铺|address:八一七北路268号冠亚广场(近乌山路)|location:119.301155,26.077477|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VBAM|name:骨头饭|address:八一七北路187号安泰中心B区(近织锦巷)|location:119.301155,26.077477|tel:0591-87666980|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F04W6Q|name:华莱士(达明餐厅)|address:达明路12号附近|location:119.295865,26.086351|tel:0591-87661154|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F034DS|name:晶源特色饭店|address:贤南路凤鸣公寓2号楼2号|location:119.300791,26.087233|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F03ALH|name:永和鱼丸店(贤南分店)|address:贤南路8号|location:119.300906,26.087237|tel:0591-87679539|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VIHY|name:于记牛肉馆(贤南店)|address:太阳巷|location:119.300976,26.087228|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF2F4QN|name:aa餐馆|address:贤南路38附近|location:119.301,26.087223|tel:13400501178|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0ZOQD|name:韩台源宫廷涮烤料理(福州市鼓楼区达明店)|address:达明路12号 幸福美食坊(老福州对面)|location:119.295876,26.086452|tel:0591-88070877|type:餐饮服务;外国餐厅;韩国料理
