citycode:029|poiid:B001D0WGC5|name:稻香村餐厅|address:未央路112号经贸宾馆2层|location:108.946191,34.307923|tel:029-82126100|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D07JI4|name:好兆头2068香辣虾(陕西总店)|address:未央路69号华迪大厦|location:108.94769,34.297118|tel:029-86232068|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D11PUX|name:富莱花园商务酒店|address:文景路与北二环什字西南角|location:108.932687,34.310363|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06K7K|name:黄辣丁渔庄|address:文景路43号|location:108.93941,34.298325|tel:029-86275284|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08NKF|name:旦旦鸡汤刀削面|address:凤城二路海洋大厦1楼|location:108.941719,34.319025|tel:029-87723682|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YMWZ|name:巴爷鸡煲|address:政法巷(近龙首村邮电局)|location:108.95185,34.29789|tel:|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D14QM8|name:孙嫂冒菜|address:凤城三路28附近|location:108.941721,34.319135|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YO8X|name:老常面|address:玄武路|location:108.959548,34.305464|tel:029-68567528|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11R7A|name:二锅面|address:文景路5号南侧|location:108.933668,34.313582|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D01370|name:会宾楼|address:文景路43附近|location:108.93871,34.298391|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0W37J|name:顶顶香|address:未央路68号|location:108.946763,34.296654|tel:13389221002|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11NGS|name:洞庭湘菜|address:凤城一路东段266|location:108.957257,34.315193|tel:|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D0Z5G0|name:澄城食府水盆羊肉|address:凤城一路东段(鼎新花园对面)|location:108.958587,34.313698|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08T8Z|name:晓辉擀面皮(方新路)|address:方新路附近|location:108.936166,34.299742|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06UF0|name:三合一鸡汤刀削面|address:锦园新世纪对面|location:108.960287,34.30794|tel:029-68986588|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D07JQP|name:湖南土菜馆(锦园新世纪西)|address:锦园新世纪对面|location:108.960286,34.307855|tel:029-88113858|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D09ISG|name:子午路张记肉夹馍(明珠店)|address:锦园西路明珠家居C座|location:108.960307,34.307578|tel:15349219138|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WL0W|name:沙县小吃|address:明珠家居批发区北侧80米|location:108.960323,34.307788|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D072E0|name:小可口家常菜|address:北二环锦园新世纪西门(近明珠家居城东门)|location:108.960284,34.307023|tel:029-86226316|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VXJU|name:福建沙县营养小吃(凤城一路)|address:凤城一路124附近|location:108.959011,34.313719|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11VKS|name:小闵家私房火锅|address:未央路西方新村车站时代明丰苑B座2106室(未央路沿线)(未央路沿线方新村车站、鲍尔森、国色天香会所、兴业银行、怡康医药超市)|location:108.946335,34.29615|tel:18202992963;18602952220|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D11KPS|name:泸州饭馆|address:凤城一路南康新村|location:108.958488,34.314626|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D15MYV|name:味生活家庭餐厅|address:方新村时代明丰苑A座13楼21302室|location:108.94704,34.2961|tel:13991360305;18202970381|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D13FWK|name:珍宝谢一品锅|address:凤城一路与明光路十字东南角海璟台北湾向东50米|location:108.932662,34.313618|tel:13389222759|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0VYO1|name:保尔森国际美食汇|address:未央路68号南侧|location:108.946576,34.295947|tel:029-62811166;029-62811188;029-68950651|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D07LVL|name:大个川菜|address:文景路枣园村|location:108.935122,34.299726|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D09GMW|name:金玉满堂贵宾楼(北城店)|address:文景路南段18号|location:108.93859,34.297456|tel:029-86281188;029-86280716|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D11GI7|name:湖南土菜馆(凤城二路店)|address:连心路51西侧|location:108.943982,34.320578|tel:13152436079|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WHVS|name:渔美菜香|address:龙首商业街服装大厦2楼西侧(近未央路)|location:108.945338,34.295761|tel:029-86526507|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09KWQ|name:魏家凉皮(方新路)|address:经开区凤城六路银池丽舍第2幢1单元1层10106号|location:108.934882,34.299753|tel:029-89244163|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14QLZ|name:一圆小火锅|address:方新路附近|location:108.934424,34.300177|tel:|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0ZONX|name:明光路葫芦头|address:明光路快速理赔中心|location:108.932153,34.313528|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WJ93|name:三头香牛羊肉泡馍|address:凤城一路东鼎新花园南门东侧|location:108.959696,34.31419|tel:029-86210738|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B0FFF0EL1O|name:开阳阁茶餐厅|address:龙首商业街东侧3楼1号|location:108.94709,34.295483|tel:029-86269597|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:029|poiid:B001D11VRC|name:铭记轩美蛙鱼|address:凤城一路与贞观路十子向南100米|location:108.96048,34.31296|tel:15829056725|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D11VDO|name:王二肉夹馍凉皮|address:凤城一路177号鼎新花园门口|location:108.96032,34.31335|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06WU7|name:圣豪轩|address:经济开发区迎宾大道凤凰新城3号楼1层(近凤城三路)|location:108.946743,34.321096|tel:029-86526396;029-86525777;029-86526777|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:029|poiid:B001D0W591|name:二擀子碗面(龙首商业街)|address:龙首村龙首商业街|location:108.942231,34.295724|tel:029-86360336|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D151GV|name:悦己私房火锅|address:未央路与凤城三路十字凤凰新城2号楼B座401室|location:108.9469,34.3215|tel:029-89603244;13759996896|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D11VN1|name:最饕餮品质会所|address:未央路凤城三路西南角凤凰新城3-11C(市图书馆,圣豪轩,竹园村。)|location:108.94689,34.321533|tel:18192233025;029-86184729|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:029|poiid:B001D14WMI|name:湖南土菜馆|address:凤城一路136附近|location:108.96093,34.313341|tel:|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D06I70|name:谢家肉丁糊辣汤|address:贞观路和凤城一路十字路口东南角(皇家园林西门最北侧)|location:108.96076,34.31386|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WVBS|name:竹园村火锅|address:西安经济技术开发区凤城三路10号|location:108.946586,34.321708|tel:029-86181188|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D11V3X|name:云顶花园私房铜火锅|address:凤城一路皇家园林1号楼1单元2501室(近北二环)|location:108.96161,34.3124|tel:13772121123;15339196877|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0W142|name:关中老号扯面(北关龙首店)|address:龙首商业街|location:108.941663,34.29517|tel:029-87576650;029-86285239|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11VNN|name:百味轩|address:凤城三路|location:108.947205,34.32199|tel:029-83668308|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D11W9N|name:喵星人私房火锅|address:凤城三路凤凰新城1号楼B座2605(近西安市图书馆)|location:108.94624,34.32211|tel:13324564602;029-81314396|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WFET|name:如家小厨|address:凤城一路东段皇家园林北门|location:108.961644,34.313442|tel:029-89243025;029-86107789|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YZRH|name:齐鸣火锅|address:明光路龙府北郡1号商业楼2楼|location:108.929609,34.30491|tel:029-86356777|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D11D66|name:马家泡馍|address:明光路龙府北郡门口|location:108.92998,34.303745|tel:18240885419|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D09231|name:富丽饭店|address:北郊二府庄13号|location:108.947527,34.29427|tel:029-88112990|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14QM6|name:溢香快餐|address:龙首北路龙府北郡门口|location:108.929909,34.303818|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D11HDC|name:环县羊肉馆|address:凤鸣路|location:108.930078,34.313133|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09DCV|name:经发国际会馆餐厅-和美庭复合餐厅|address:文景北路16号|location:108.937238,34.320299|tel:029-62689879|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D1512M|name:韩式骨汤泡菜火锅|address:凤城三路凤凰新城小区1号楼B座19层1902室|location:108.94627,34.32235|tel:18109245263|type:餐饮服务;外国餐厅;韩国料理
citycode:029|poiid:B001D090EM|name:鑫华府|address:文景北路16号|location:108.937477,34.320562|tel:029-62689866;029-62689888;029-62689860|type:住宿服务;宾馆酒店;五星级宾馆|餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D08V9Z|name:川渝人家(海韵店)|address:未央路149号|location:108.948962,34.32226|tel:029-86526222;029-86525111|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D09HIJ|name:景王府|address:未央路149号|location:108.948011,34.322383|tel:029-62616888;029-62616999;029-62685888|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D10UHH|name:小豆川菜|address:龙首北路东段1-7号|location:108.946195,34.2939|tel:029-81075093|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WH5B|name:铁蛋鸡汤刀削面|address:凤城一路东段169号雅荷智能家园南门东侧35米路南|location:108.962136,34.313719|tel:029-87218470|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08VIZ|name:云豪过桥米线(西安总店)|address:凤城一路18号|location:108.962325,34.313725|tel:|type:餐饮服务;中餐厅;云贵菜
citycode:029|poiid:B001D09L4B|name:百姓川菜鱼庄|address:明光路与方新路十字西北角|location:108.931396,34.299892|tel:029-83051324|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0Z1BY|name:百年饺子|address:凤城二路27号天心苑小区院内|location:108.936157,34.320632|tel:029-86511965|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WDN0|name:湘川情|address:凤城一路东段336号南侧|location:108.953204,34.321889|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08VJ0|name:田园川菜|address:凤城一路东段252号旁|location:108.962796,34.31373|tel:029-82127866|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WIGH|name:小竹签烤肉(方新路店)|address:方新路西段18号对面|location:108.930552,34.299819|tel:13689290872|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D09KN6|name:红高粱私房菜|address:明光路158号斜对面|location:108.932045,34.29816|tel:029-86452348|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0127F|name:天逥镇酒楼|address:未央路迎宾大道138号|location:108.946921,34.323636|tel:029-86516753;029-86516765|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D14KO1|name:金元宝火锅|address:纬二十八街与明光路十字向西20米金府广场1层(未央区交通局对面)|location:108.930473,34.299686|tel:029-86360616|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D14LQF|name:一品麻辣私房香锅|address:未央路中登大厦B座17楼B室户(凤城四路十字向南100米路西)|location:108.94671,34.32368|tel:13709254437;13809198632|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09LFI|name:小杨烤肉(北关店)|address:龙首北路西段17号|location:108.943066,34.292912|tel:029-86281295;029-86360005|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D11WKS|name:小时光私房火锅|address:龙首原10字宫园壹号4号楼1单元804室(近龙首原地铁站D出口)|location:108.9486,34.29278|tel:18591954780;18591944556|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0W2HZ|name:真味砂锅过桥米线(龙首店)|address:龙首北路西段19号(航天新都西侧)|location:108.942491,34.29287|tel:|type:餐饮服务;中餐厅;云贵菜
citycode:029|poiid:B001D0128F|name:小雨伞|address:龙首北路西段21号东侧|location:108.94239,34.292866|tel:029-86261839|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:029|poiid:B001D11LFL|name:巴蜀小吃|address:凤城三路|location:108.941372,34.323468|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D11YOJ|name:知福园涮烤自助|address:未央路与龙首北路十字东北角公园壹号北门对面|location:108.94744,34.29256|tel:18991388747|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09HTR|name:齐月岐山面馆(龙首北路)|address:龙首北路西段|location:108.945501,34.2925|tel:029-86267608;029-86258807|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14QLX|name:老四川川菜鱼庄|address:方新路附近|location:108.929959,34.29976|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D09HYU|name:齐月岐山面馆(龙首北路西段)|address:龙首北路西段2-3|location:108.9465,34.292487|tel:029-86233553;029-86258807;029-68825906|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WHQQ|name:惠安堡羊羔肉|address:凤城三路(唐朝酒店西)|location:108.955735,34.321823|tel:029-86191678|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14WMJ|name:无理砂锅(凤城三路店)|address:凤城三路198附近|location:108.955778,34.321806|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WN9X|name:肯德基(未央店)|address:龙首北路(近未央路)|location:108.948351,34.29255|tel:029-86272083|type:餐饮服务;快餐厅;肯德基
citycode:029|poiid:B001D0YZZR|name:东北人烤肉(龙首村店)|address:未央路龙首村十字东南角人人乐超市B1层(宫园壹号)|location:108.948557,34.29256|tel:029-86221118;15249225458|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D09226|name:金太阳(未央路店)|address:未央路138号中登大厦A座2-3层|location:108.94665,34.324071|tel:029-86538833;029-86538822|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D08SS7|name:玲玲饺子|address:龙首北路西段23-28铁蛋鸡汤刀削面(文景路分店)附近|location:108.940667,34.292921|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D13HM4|name:伊盛楼泡馍|address:龙首北路97号北极星网吧西侧10米|location:108.95115,34.292843|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0W5Z4|name:魏家凉皮(文景路店)|address:文景路1号东侧|location:108.939616,34.293172|tel:029-86231122;029-86235122|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D1510B|name:王管家外送火锅|address:龙首村十字东南角宫园壹号2号楼2201|location:108.94757,34.292307|tel:15249095455;4000291961|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D115VF|name:一家人京味铜锅涮|address:龙首村宫园壹号7号楼2706室(近未央区政府)|location:108.94751,34.292294|tel:13709255709;13319249068|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D11YL9|name:岳师傅面来香|address:凤城三路文景公园对面(文景公园)|location:108.93817,34.32285|tel:18709182182|type:餐饮服务;中餐厅;四川菜(川菜)
