citycode:010|poiid:B000AA177W|name:媛媛面馆(迎宾北路店)|address:怀柔迎宾北路11号|location:116.63755,40.324257|tel:010-69695158|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OHMA|name:百顺小吃|address:富乐北街|location:116.642932,40.345604|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7Q9WH|name:山东单县正宗羊肉汤|address:张各长村南|location:116.654098,40.306673|tel:|type:餐饮服务;中餐厅;山东菜(鲁菜)
citycode:010|poiid:B000A9ETZR|name:老齐水库鱼|address:郭家坞村村南|location:116.611263,40.339414|tel:010-89619063|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A9EUAD|name:渔乐坊|address:郭家坞|location:116.610726,40.339202|tel:|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A82TM3|name:三峡风情|address:石厂环岛南道西|location:116.623643,40.299986|tel:010-69632317|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7Q4UX|name:七里香饭庄|address:怀耿路附近|location:116.64652,40.296831|tel:010-60693323|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7RH6U|name:瀛州府酒楼|address:怀柔镇|location:116.630603,40.353426|tel:010-89692999|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A87W8W|name:碧湖水野生鱼餐厅|address:石厂环岛南300米左右|location:116.622063,40.295765|tel:010-60697168|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A8ZJB3|name:山西特色面馆|address:庙城高两河|location:116.652903,40.295892|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PF4G|name:怀乡宴|address:庙城镇庙城501号|location:116.639024,40.293081|tel:010-60693716|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A7OWE5|name:多味饺子馆|address:乐园大街88号|location:116.665681,40.346965|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8XSTY|name:陕西面馆|address:庙城西路石厂环岛100米|location:116.621231,40.294011|tel:|type:餐饮服务;中餐厅;西北菜
citycode:010|poiid:B000A7VGWP|name:北京广茂居食府|address:范各庄|location:116.670607,40.347614|tel:010-61666589|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A856Y5|name:宽沟生态餐厅|address:宽沟路|location:116.602154,40.302162|tel:010-69642255;010-89693919|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QTAH|name:湘水芙蓉|address:科委西门外100米|location:116.661296,40.354269|tel:13910239859;010-86910129;010-66364329|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7PA82|name:北京河家园饭庄|address:庙城镇|location:116.644552,40.289211|tel:010-60691934;010-60696332|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A95C9L|name:正宗云南过桥米线|address:富密路附近|location:116.62109,40.290873|tel:|type:餐饮服务;中餐厅;云贵菜
citycode:010|poiid:B000A8XTAT|name:老地方家常菜|address:富密路(庙城金善名居小区大门对面)|location:116.620945,40.290398|tel:010-60699651|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A95CP3|name:巴乡石锅鱼|address:庙城路和富密路的交叉口附近|location:116.620727,40.289825|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000AA3Z7F|name:春夏秋冬|address:宽沟|location:116.591436,40.308376|tel:|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A87X1C|name:九樨餐厅|address:高两河村西|location:116.652862,40.287524|tel:010-89600080|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A85FRJ|name:生存岛餐厅|address:红螺东路6号生存岛内|location:116.640567,40.363836|tel:010-60681155|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A87X8P|name:雅香阁|address:杨宋镇凤和一园9号|location:116.671071,40.293284|tel:010-61678666;010-61676754|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8XBGG|name:北京红螺园饭店|address:红螺东路5号(红螺寺南侧)近郊|location:116.636504,40.364697|tel:010-60681514;4001181166;010-60681188;010-60671967|type:住宿服务;宾馆酒店;宾馆酒店|餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A83Z95|name:阿泰火锅|address:迎宾北路34|location:116.641864,40.283806|tel:010-69650788|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A883OV|name:北京西餐|address:庙城镇郑重庄|location:116.617973,40.286237|tel:|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:010|poiid:B000A87VQ7|name:坝上莜面村|address:京加路|location:116.661331,40.360774|tel:010-61642460|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XMRL|name:山西刀削面|address:京加路附近|location:116.662059,40.361124|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XN5X|name:老马拉面|address:雁栖镇下庄村|location:116.662513,40.36143|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A80SFL|name:京螺烧烤城|address:红螺寺旅游区|location:116.617489,40.363661|tel:010-60681022;010-60681876;010-60682598|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8Y94Z|name:那哈|address:怀耿路附近|location:116.6746,40.292597|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7XZ4D|name:咱家|address:怀柔镇|location:116.618284,40.364767|tel:010-60681598|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XT80|name:正宗河间驴肉火烧|address:富密路附近|location:116.617322,40.283803|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8824R|name:红螺湖渔村|address:红螺路|location:116.618771,40.366717|tel:010-60682070|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A8XMJ9|name:阿泰包子|address:北房|location:116.69582,40.326738|tel:13910612999|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A88A4F|name:老马拉面(北房村)|address:北房镇北房村|location:116.696791,40.326255|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A7UVNJ|name:洋洋饺子馆|address:杨宋|location:116.682199,40.290448|tel:010-61678398|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A87VMM|name:阿泰包子|address:凤翔东大街|location:116.684976,40.292586|tel:010-61677055|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7R0BY|name:海英餐厅|address:杨宋|location:116.683623,40.2907|tel:010-61676369|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XNI7|name:老北京铜锅涮肉|address:杨宋镇杨宋庄|location:116.685127,40.290583|tel:13520965355|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7TYKR|name:眉州东坡酒楼(雁栖店)|address:怀柔雁栖工业开发区栖美国际内|location:116.674764,40.365154|tel:010-61667818;010-57895151;010-59683511;4008527527|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A8YA74|name:杭州小笼包|address:怀耿路北京绣蓝时装有限公司附近|location:116.687483,40.290524|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A80SFK|name:红螺龙泉饭店|address:红螺寺门口西150米|location:116.621756,40.374572|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9JMXJ|name:大食堂|address:雁栖路G111号|location:116.683951,40.365303|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7COMY|name:好再来酒家|address:怀长路|location:116.578943,40.291659|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A87WGZ|name:北京市兴台饭馆|address:杨宋镇仙台村35号|location:116.683268,40.281903|tel:010-61678251|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XMVY|name:兰州老马拉面|address:北京近郊怀柔区中高路|location:116.708299,40.346981|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A8836F|name:德子渔村|address:泉水头村|location:116.658143,40.391024|tel:010-60662828|type:公司企业;农林牧渔基地;其它农林牧渔基地|餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8UFFG|name:湖景餐厅|address:雁栖镇泉水头村东|location:116.659721,40.391208|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A880QD|name:老兵酒家|address:富密路附近|location:116.642309,40.242329|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8XLAB|name:大众餐厅|address:怀柔区|location:116.684381,40.410665|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8Y9Y2|name:西域食府|address:京加路附近|location:116.681739,40.412885|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A05131|name:馨绿园|address:658乡道|location:116.536366,40.382851|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8ZJJS|name:川味家常菜|address:官志卷村|location:116.634248,40.219429|tel:13718068912|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A9JL7I|name:林间小溪|address:牛栏山镇牛富路14号(近耿丹大学东门)|location:116.65547,40.2183|tel:|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:010|poiid:B000A8XS53|name:云南过桥米线|address:府前街23附近|location:116.532351,40.248373|tel:|type:餐饮服务;中餐厅;云贵菜
citycode:010|poiid:B000A87Y1D|name:老马拉面(牛富路)|address:富密路与昌金路交叉口北60米路东|location:116.655441,40.212531|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A8XSSA|name:山西刀削面|address:牛栏山镇安乐村村委会|location:116.664327,40.212602|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A856Y9|name:哈尔滨特色|address:京顺路火神营路口加油站西|location:116.774789,40.244705|tel:010-80495358|type:餐饮服务;中餐厅;东北菜
citycode:010|poiid:B000A884A2|name:太阳村|address:兆丰一路与天北路交叉口南1500米路西|location:116.530863,40.21285|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9ONQX|name:陕西小吃|address:府前街|location:116.7259,40.200475|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A8XNFY|name:美食居|address:顺密路附近|location:116.726678,40.199111|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7RGRY|name:芙蓉轩(招商大厦西南)|address:西大桥路28-4号|location:116.818434,40.36506|tel:010-89098977|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A04766|name:泉水涮肉|address:西大桥路26-2号|location:116.820019,40.365706|tel:010-89090955|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8XTUX|name:山里人香正府|address:宜园2|location:116.652269,40.177176|tel:13810755594|type:餐饮服务;中餐厅;东北菜
citycode:010|poiid:B000A8XTC6|name:很久以前烤串坊|address:近郊顺义区马坡镇佳和宜园1号|location:116.652106,40.174661|tel:010-59390048;15010247585|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A884MF|name:川香园|address:乾安路附近|location:116.652056,40.17382|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A884MI|name:家厨|address:马坡a704-115|location:116.65203,40.173624|tel:010-59392370|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XDYA|name:阳坊胜利涮羊肉|address:果园西路21号(近季庄小区)|location:116.826188,40.379392|tel:010-69090383|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A889JV|name:万家灯火|address:西门外大街14-4|location:116.82865,40.377488|tel:|type:餐饮服务;中餐厅;东北菜
citycode:010|poiid:B000A85SBF|name:东南亚风味餐厅|address:西大桥路2号|location:116.834312,40.367894|tel:010-89098888|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XSHC|name:山西刀削面|address:顺白路附近|location:116.640811,40.164619|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8UFS9|name:兄弟渔村|address:西马坡村|location:116.64083,40.16408|tel:010-69403866|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A7XVAS|name:意大利农场(顺义店)|address:马坡镇白各庄|location:116.632373,40.162623|tel:4006365727;010-69407280;010-69407650;010-69407780|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7UBF1|name:水上绿园|address:三高科技院院内|location:116.707756,40.170591|tel:010-60487728;010-60487738|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000AA1ES9|name:汉釜宫|address:南更大街93号商铺|location:116.842259,40.372384|tel:010-89081886|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A85ST5|name:很久以前烤串坊(顺密旧路)|address:潭州家园东区A1-2号|location:116.845597,40.368743|tel:010-80787283|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A85E56|name:姐弟俩土豆粉|address:长安商业街2-10|location:116.843659,40.374784|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA1BTX|name:沙县小吃|address:新中街153号|location:116.84518,40.372732|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87BPG|name:阿泰包子(鼓楼南大街)|address:鼓楼南大街41号|location:116.845423,40.372454|tel:4000188917;010-57895151;010-69062400|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8VQKL|name:避风塘|address:西鱼市口胡同16号附近|location:116.844939,40.373964|tel:|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:010|poiid:B000A9ZX78|name:饺子城|address:日尚小商品商城对面|location:116.844896,40.374201|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QKKY|name:田老师红烧肉(鼓楼南大街)|address:鼓楼南大街18-10|location:116.845897,40.372725|tel:010-59488691|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000AA0QF5|name:汉丽轩烤肉|address:鼓楼南大街16号国泰百货密云店南侧|location:116.845907,40.373207|tel:15601284290|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A84ZEB|name:比格比萨(密云餐厅)|address:鼓楼南大街4号红云楼2层|location:116.846158,40.375421|tel:010-89085750|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7CPML|name:口福居|address:鼓楼北大街11|location:116.845797,40.377692|tel:010-69087777;010-89088422;010-69087999|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7PZ2H|name:美国加州牛肉面大王(鼓楼北大街)|address:鼓楼北大街|location:116.846402,40.377824|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A8UGL1|name:福辰肥牛(密云分店)|address:檀城西区1778号|location:116.851429,40.369022|tel:010-69070038|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7OPRR|name:创新高肥羊(新南路)|address:新南路|location:116.851566,40.368867|tel:010-69088948|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8X495|name:田老师红烧肉|address:密云镇鼓楼大街|location:116.850885,40.373775|tel:13241631990;15901535367|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A9DGA3|name:鱼馆|address:兴寿镇桃峪口静之湖度假酒店内|location:116.441329,40.241971|tel:010-61709988|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A880LZ|name:老北京烤鸭|address:新中街79|location:116.8509,40.375061|tel:010-69048882|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A80SKS|name:龙溪山庄|address:曹家路南口(兴寿镇桃峪口静之湖酒店旁)|location:116.443714,40.237806|tel:010-81023360;010-61707287;010-61700388|type:住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;休闲场所;休闲场所|餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA5HSF|name:重庆麻辣烫|address:百子湾阳光家园3号楼底商(近百子湾路)|location:116.857526,40.369009|tel:13141390663|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A879WP|name:土财主|address:车站路57-10号|location:116.855514,40.390222|tel:13716188774|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QNXM|name:北京团圆食府|address:新东路百世商业街14号楼|location:116.858395,40.385472|tel:010-69058966;010-69071888|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A805AU|name:田源鸡|address:行宫街107|location:116.862271,40.378456|tel:010-89087018|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A87A06|name:三六九|address:新东路滨阳里小区|location:116.860959,40.38347|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A84ZE9|name:九头鸟酒家(密云店)|address:新北路北行宫路西久润花园甲6号楼|location:116.861281,40.388957|tel:010-89088777|type:餐饮服务;中餐厅;湖北菜(鄂菜)
citycode:010|poiid:B000A9JPOA|name:烧烤摊|address:兴寿镇兴寿桃林村|location:116.430563,40.231749|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A0476D|name:通达火锅城|address:车站路5号|location:116.857977,40.395565|tel:010-69057585|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A87VTJ|name:巴味堂|address:蓝伊帆商贸有限公司对面巷内|location:116.617399,40.141798|tel:010-69473826|type:餐饮服务;中餐厅;综合酒楼
